Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome,ProdTaken
36.0,self enquiry,1,20.0,salaried,male,3,3.0,deluxe,3.0,married,1.0,1,5,1,0.0,manager,21586.0,0
37.0,company invited,3,15.0,salaried,male,4,5.0,standard,5.0,single,3.0,0,2,0,3.0,senior manager,26265.0,0
40.0,self enquiry,3,6.0,small business,male,2,5.0,deluxe,3.0,divorced,3.0,1,3,1,0.0,manager,22457.0,0
35.0,self enquiry,3,7.0,large business,male,4,5.0,standard,3.0,divorced,3.0,1,1,1,2.0,senior manager,25761.0,0
31.0,company invited,3,29.0,salaried,female,4,4.0,standard,5.0,married,2.0,0,1,1,2.0,senior manager,27090.0,0
40.0,self enquiry,1,30.0,large business,male,3,3.0,deluxe,3.0,married,2.0,0,3,1,1.0,manager,18319.0,0
34.0,self enquiry,1,12.0,small business,male,2,3.0,basic,5.0,single,3.0,0,2,1,1.0,executive,17960.0,1
28.0,company invited,3,27.0,salaried,female,3,4.0,deluxe,3.0,single,3.0,0,2,1,2.0,manager,28659.0,0
36.0,company invited,1,9.0,small business,male,4,5.0,basic,3.0,single,2.0,1,3,1,1.0,executive,23608.0,0
33.0,self enquiry,1,12.0,salaried,female,3,2.0,basic,3.0,married,5.0,0,5,1,2.0,executive,21990.0,0
35.0,company invited,1,9.0,salaried,male,3,5.0,deluxe,3.0,divorced,3.0,0,4,0,1.0,manager,28225.0,0
26.0,self enquiry,1,7.0,salaried,female,4,4.0,deluxe,3.0,married,2.0,0,3,1,2.0,manager,23576.0,0
28.0,self enquiry,1,21.0,salaried,male,3,4.0,basic,5.0,divorced,3.0,1,4,1,1.0,executive,20913.0,0
31.0,self enquiry,1,30.0,small business,female,3,4.0,deluxe,5.0,single,2.0,0,5,1,0.0,manager,21812.0,0
22.0,company invited,3,7.0,large business,female,4,5.0,basic,4.0,single,3.0,1,5,1,3.0,executive,20852.0,1
56.0,self enquiry,1,6.0,salaried,female,2,3.0,basic,5.0,divorced,3.0,0,5,1,1.0,executive,17066.0,0
33.0,company invited,3,9.0,salaried,female,4,4.0,basic,5.0,married,3.0,0,3,1,1.0,executive,21505.0,0
42.0,company invited,1,8.0,salaried,male,2,3.0,super deluxe,3.0,divorced,1.0,1,4,0,1.0,avp,32861.0,0
38.0,self enquiry,1,21.0,salaried,male,3,4.0,standard,3.0,married,1.0,1,5,1,2.0,senior manager,26510.0,0
52.0,company invited,1,31.0,small business,female,2,4.0,super deluxe,3.0,divorced,4.0,0,5,0,1.0,avp,28826.0,0
50.0,self enquiry,1,34.0,small business,male,3,1.0,basic,3.0,married,2.0,1,1,0,1.0,executive,18221.0,0
52.0,self enquiry,1,16.0,salaried,male,4,4.0,basic,3.0,divorced,5.0,0,3,1,1.0,executive,20753.0,0
51.0,company invited,3,19.0,salaried,male,3,4.0,deluxe,3.0,single,5.0,1,3,1,2.0,manager,35558.0,1
34.0,self enquiry,1,35.0,salaried,male,4,4.0,deluxe,3.0,married,3.0,1,1,1,1.0,manager,23885.0,0
31.0,self enquiry,1,9.0,small business,female,3,5.0,deluxe,3.0,single,7.0,1,2,1,2.0,manager,25555.0,0
58.0,self enquiry,1,29.0,small business,female,3,3.0,standard,3.0,divorced,2.0,0,3,1,0.0,senior manager,25312.0,1
37.0,self enquiry,1,19.0,small business,female,3,5.0,standard,3.0,single,2.0,0,2,1,1.0,senior manager,27536.0,0
47.0,self enquiry,1,25.0,small business,female,3,4.0,deluxe,3.0,married,4.0,0,5,0,1.0,manager,23488.0,0
34.0,company invited,3,7.0,salaried,female,3,2.0,deluxe,5.0,married,4.0,0,3,0,2.0,manager,24054.0,0
58.0,self enquiry,3,16.0,small business,male,2,3.0,super deluxe,3.0,single,1.0,0,3,0,1.0,avp,28872.0,0
27.0,self enquiry,1,13.0,salaried,female,4,4.0,basic,3.0,divorced,3.0,1,2,0,1.0,executive,21337.0,0
40.0,self enquiry,3,11.0,salaried,female,3,5.0,deluxe,3.0,married,6.0,0,5,1,2.0,manager,24580.0,0
36.0,self enquiry,1,32.0,salaried,male,3,3.0,deluxe,3.0,married,7.0,0,3,1,0.0,manager,20347.0,0
30.0,self enquiry,2,20.0,salaried,male,3,5.0,basic,5.0,married,6.0,1,5,1,2.0,executive,21013.0,1
33.0,company invited,1,11.0,salaried,female,3,3.0,standard,4.0,divorced,7.0,0,3,1,2.0,senior manager,26878.0,0
29.0,company invited,3,7.0,salaried,male,3,5.0,deluxe,3.0,married,3.0,1,1,0,1.0,manager,25512.0,0
35.0,self enquiry,1,14.0,salaried,male,4,4.0,deluxe,3.0,married,3.0,0,3,0,1.0,manager,21263.0,1
36.0,self enquiry,1,34.0,small business,female,3,5.0,basic,5.0,single,3.0,0,4,1,2.0,executive,21237.0,0
46.0,company invited,3,9.0,salaried,female,4,4.0,deluxe,3.0,married,6.0,0,1,1,3.0,manager,23832.0,0
36.0,company invited,3,6.0,small business,female,2,3.0,deluxe,3.0,single,5.0,0,2,1,1.0,manager,21653.0,0
34.0,self enquiry,3,27.0,salaried,male,3,2.0,deluxe,3.0,single,2.0,0,3,1,0.0,manager,20337.0,0
30.0,self enquiry,1,22.0,salaried,female,3,5.0,deluxe,3.0,single,2.0,1,1,1,2.0,manager,22871.0,0
58.0,self enquiry,1,7.0,salaried,male,4,2.0,deluxe,3.0,divorced,2.0,0,3,1,3.0,manager,23578.0,0
34.0,company invited,1,8.0,salaried,male,2,4.0,deluxe,3.0,married,2.0,0,4,0,1.0,manager,24547.0,0
39.0,self enquiry,1,6.0,small business,male,2,2.0,standard,3.0,married,1.0,0,3,1,0.0,senior manager,24613.0,0
40.0,self enquiry,1,12.0,salaried,female,3,3.0,super deluxe,3.0,single,1.0,0,5,1,0.0,avp,28237.0,0
56.0,self enquiry,3,17.0,small business,female,2,4.0,deluxe,5.0,married,5.0,0,5,0,1.0,manager,20380.0,0
29.0,self enquiry,1,31.0,large business,female,3,4.0,basic,4.0,divorced,6.0,0,3,0,2.0,executive,17546.0,1
29.0,self enquiry,1,9.0,salaried,male,4,4.0,basic,3.0,single,4.0,0,4,0,2.0,executive,22163.0,1
34.0,company invited,1,6.0,small business,male,3,4.0,deluxe,5.0,single,1.0,0,2,1,2.0,manager,20343.0,0
36.0,self enquiry,1,6.0,large business,female,3,5.0,standard,5.0,married,3.0,1,2,1,2.0,senior manager,25252.0,0
32.0,self enquiry,3,14.0,large business,female,3,4.0,deluxe,4.0,divorced,2.0,1,2,1,0.0,manager,20228.0,0
26.0,company invited,2,23.0,salaried,female,2,3.0,basic,3.0,married,1.0,1,5,0,1.0,executive,17741.0,1
38.0,self enquiry,3,8.0,salaried,female,2,3.0,deluxe,5.0,married,4.0,0,4,0,1.0,manager,21893.0,0
41.0,self enquiry,1,13.0,salaried,female,4,4.0,super deluxe,3.0,single,2.0,0,5,1,1.0,avp,31915.0,0
38.0,self enquiry,3,10.0,salaried,male,3,4.0,standard,3.0,single,4.0,0,3,0,2.0,senior manager,26106.0,0
38.0,self enquiry,1,18.0,small business,female,4,6.0,deluxe,4.0,divorced,7.0,0,4,1,1.0,manager,23455.0,1
41.0,self enquiry,2,25.0,salaried,male,3,2.0,basic,5.0,married,2.0,0,1,1,2.0,executive,21065.0,1
34.0,self enquiry,1,11.0,small business,female,3,5.0,basic,4.0,divorced,2.0,0,1,0,1.0,executive,22516.0,0
49.0,self enquiry,1,7.0,salaried,female,3,5.0,super deluxe,5.0,married,2.0,0,4,0,1.0,avp,34080.0,0
29.0,self enquiry,3,20.0,small business,female,3,4.0,deluxe,3.0,single,5.0,1,5,1,2.0,manager,28532.0,1
28.0,self enquiry,1,15.0,small business,female,4,4.0,basic,3.0,single,3.0,0,4,1,3.0,executive,22123.0,0
26.0,self enquiry,1,27.0,small business,male,2,3.0,basic,3.0,married,2.0,0,5,1,0.0,executive,17377.0,1
28.0,company invited,1,30.0,large business,male,3,4.0,standard,5.0,single,2.0,0,1,1,1.0,senior manager,23722.0,1
42.0,self enquiry,3,27.0,small business,female,4,4.0,basic,4.0,single,3.0,1,4,0,2.0,executive,21818.0,1
24.0,self enquiry,1,23.0,salaried,female,3,3.0,basic,4.0,divorced,2.0,0,2,0,1.0,executive,17210.0,1
31.0,self enquiry,3,13.0,salaried,male,2,4.0,basic,3.0,divorced,4.0,0,4,1,1.0,executive,17329.0,0
30.0,self enquiry,3,17.0,small business,female,3,5.0,deluxe,4.0,married,3.0,1,5,0,2.0,manager,26946.0,0
35.0,self enquiry,3,20.0,small business,male,3,4.0,standard,3.0,married,3.0,0,1,1,2.0,senior manager,27306.0,0
38.0,self enquiry,1,13.0,small business,male,3,2.0,deluxe,5.0,married,6.0,1,3,1,2.0,manager,24652.0,0
21.0,self enquiry,1,11.0,large business,male,3,4.0,basic,5.0,single,3.0,0,3,1,1.0,executive,21651.0,1
60.0,self enquiry,2,13.0,small business,male,3,4.0,basic,3.0,divorced,2.0,0,4,1,1.0,executive,20945.0,0
35.0,self enquiry,1,15.0,salaried,male,3,4.0,deluxe,4.0,single,1.0,0,1,0,1.0,manager,21540.0,0
51.0,company invited,3,19.0,small business,female,4,4.0,standard,3.0,single,6.0,0,5,0,1.0,senior manager,27886.0,0
41.0,self enquiry,2,16.0,salaried,male,3,4.0,king,3.0,married,4.0,0,2,1,0.0,vp,34141.0,0
50.0,self enquiry,1,10.0,small business,female,3,5.0,deluxe,5.0,divorced,6.0,0,3,1,2.0,manager,23467.0,0
36.0,self enquiry,1,23.0,salaried,male,4,4.0,standard,3.0,married,6.0,1,1,0,1.0,senior manager,26310.0,0
26.0,self enquiry,1,29.0,salaried,female,2,3.0,basic,3.0,married,2.0,0,3,0,0.0,executive,17886.0,0
32.0,self enquiry,1,6.0,salaried,male,3,3.0,basic,5.0,single,2.0,0,2,0,2.0,executive,17956.0,0
49.0,self enquiry,3,23.0,salaried,female,4,4.0,deluxe,3.0,married,2.0,0,4,1,1.0,manager,25117.0,0
38.0,self enquiry,1,7.0,large business,female,3,4.0,standard,3.0,single,6.0,0,5,1,2.0,senior manager,26169.0,0
29.0,self enquiry,1,6.0,salaried,male,2,3.0,deluxe,5.0,married,1.0,0,3,1,0.0,manager,20373.0,0
44.0,company invited,1,11.0,salaried,male,2,4.0,basic,3.0,single,4.0,0,1,0,1.0,executive,18162.0,0
42.0,self enquiry,2,8.0,large business,male,2,3.0,basic,3.0,married,1.0,1,4,1,1.0,executive,17696.0,0
32.0,company invited,1,19.0,salaried,female,3,4.0,basic,4.0,divorced,2.0,0,5,0,0.0,executive,17743.0,0
37.0,company invited,3,15.0,large business,male,3,4.0,deluxe,3.0,married,6.0,0,3,1,1.0,manager,23757.0,0
45.0,company invited,3,15.0,salaried,female,3,4.0,deluxe,3.0,divorced,2.0,0,3,0,0.0,manager,20593.0,0
59.0,company invited,1,7.0,salaried,male,3,6.0,deluxe,3.0,married,4.0,1,2,1,2.0,manager,24338.0,0
23.0,self enquiry,1,10.0,small business,male,2,1.0,basic,5.0,married,3.0,0,4,0,1.0,executive,17819.0,0
38.0,self enquiry,3,16.0,salaried,female,3,3.0,deluxe,3.0,married,2.0,0,4,0,2.0,manager,20343.0,0
32.0,company invited,1,31.0,large business,female,2,4.0,deluxe,3.0,single,4.0,0,1,1,1.0,manager,23916.0,0
32.0,self enquiry,1,18.0,salaried,male,3,4.0,basic,3.0,married,5.0,1,3,0,1.0,executive,21034.0,0
36.0,self enquiry,3,8.0,salaried,male,3,3.0,basic,3.0,single,4.0,1,3,0,0.0,executive,17644.0,0
32.0,self enquiry,1,19.0,small business,female,4,4.0,basic,3.0,divorced,2.0,1,4,1,3.0,executive,22607.0,0
35.0,self enquiry,1,26.0,salaried,female,3,5.0,basic,3.0,married,3.0,0,4,1,2.0,executive,21607.0,0
33.0,company invited,1,20.0,salaried,female,4,5.0,basic,4.0,married,3.0,0,5,1,1.0,executive,21421.0,0
37.0,self enquiry,1,12.0,salaried,male,4,4.0,deluxe,4.0,single,2.0,0,2,0,3.0,manager,24592.0,0
35.0,company invited,3,13.0,small business,female,3,6.0,basic,3.0,married,2.0,0,4,1,2.0,executive,21029.0,1
32.0,self enquiry,1,11.0,salaried,female,3,4.0,deluxe,4.0,married,4.0,0,3,1,0.0,manager,20878.0,0
41.0,self enquiry,3,12.0,small business,male,2,3.0,standard,3.0,single,2.0,0,5,1,0.0,senior manager,24241.0,0
18.0,self enquiry,1,9.0,salaried,male,2,3.0,basic,3.0,single,2.0,0,4,0,0.0,executive,16420.0,1
38.0,self enquiry,1,10.0,salaried,male,3,4.0,standard,3.0,divorced,3.0,0,2,1,1.0,senior manager,28112.0,0
31.0,self enquiry,3,34.0,small business,male,3,4.0,deluxe,3.0,married,2.0,0,3,1,1.0,manager,23982.0,0
35.0,company invited,1,8.0,salaried,female,3,3.0,deluxe,5.0,married,3.0,0,4,1,2.0,manager,20093.0,0
39.0,self enquiry,3,9.0,small business,female,4,6.0,deluxe,3.0,married,4.0,1,3,0,1.0,manager,24083.0,0
30.0,company invited,1,8.0,small business,female,2,3.0,basic,3.0,single,1.0,0,4,1,0.0,executive,17564.0,0
29.0,self enquiry,1,16.0,small business,male,4,4.0,basic,3.0,divorced,3.0,0,2,1,2.0,executive,20748.0,0
25.0,self enquiry,3,10.0,salaried,female,3,4.0,deluxe,3.0,married,2.0,0,4,0,1.0,manager,23677.0,0
35.0,self enquiry,1,15.0,salaried,male,3,4.0,deluxe,4.0,single,1.0,0,2,1,2.0,manager,21540.0,0
37.0,self enquiry,1,6.0,large business,female,2,3.0,standard,3.0,single,5.0,0,5,1,0.0,senior manager,22491.0,0
46.0,self enquiry,3,9.0,large business,male,3,6.0,deluxe,3.0,single,2.0,0,5,0,1.0,manager,25310.0,0
29.0,self enquiry,1,14.0,salaried,male,3,5.0,basic,5.0,divorced,2.0,1,3,1,1.0,executive,17119.0,1
48.0,company invited,3,30.0,salaried,male,3,5.0,basic,3.0,single,2.0,1,1,1,2.0,executive,17559.0,1
38.0,self enquiry,3,9.0,salaried,male,3,3.0,standard,3.0,married,1.0,0,2,1,1.0,senior manager,25609.0,0
28.0,self enquiry,1,24.0,salaried,female,3,4.0,basic,3.0,single,3.0,1,5,1,1.0,executive,21072.0,1
38.0,self enquiry,3,6.0,salaried,female,2,4.0,deluxe,3.0,single,5.0,0,2,1,1.0,manager,23686.0,0
37.0,company invited,1,25.0,salaried,male,3,2.0,basic,3.0,married,6.0,0,5,1,2.0,executive,22366.0,0
54.0,self enquiry,1,13.0,small business,female,3,3.0,deluxe,3.0,married,5.0,0,3,1,1.0,manager,21854.0,0
34.0,self enquiry,1,14.0,small business,female,3,3.0,deluxe,3.0,single,4.0,0,4,1,1.0,manager,21142.0,0
51.0,company invited,1,6.0,small business,female,1,4.0,standard,5.0,single,4.0,0,1,1,0.0,senior manager,22484.0,0
28.0,self enquiry,3,9.0,salaried,male,4,4.0,deluxe,3.0,single,3.0,1,4,0,2.0,manager,23156.0,0
42.0,self enquiry,1,10.0,large business,male,2,3.0,king,3.0,married,2.0,0,1,0,0.0,vp,34232.0,0
32.0,self enquiry,3,15.0,salaried,male,3,4.0,standard,3.0,married,3.0,0,3,1,1.0,senior manager,29471.0,0
37.0,self enquiry,1,11.0,small business,male,3,3.0,deluxe,3.0,married,1.0,0,3,0,0.0,manager,21347.0,0
39.0,self enquiry,3,7.0,salaried,male,3,4.0,deluxe,4.0,married,2.0,0,4,1,2.0,manager,23118.0,0
39.0,self enquiry,3,21.0,salaried,male,4,4.0,deluxe,4.0,married,2.0,0,5,1,3.0,manager,28602.0,0
35.0,self enquiry,3,13.0,salaried,female,2,3.0,deluxe,3.0,married,2.0,1,4,1,1.0,manager,20204.0,0
55.0,self enquiry,1,24.0,large business,female,3,4.0,standard,3.0,divorced,2.0,0,5,1,1.0,senior manager,29417.0,0
34.0,self enquiry,3,17.0,small business,male,3,4.0,deluxe,3.0,single,3.0,0,1,0,1.0,manager,24165.0,0
44.0,self enquiry,1,15.0,salaried,female,4,4.0,deluxe,3.0,married,6.0,1,1,1,1.0,manager,23200.0,0
52.0,self enquiry,3,21.0,salaried,female,3,4.0,deluxe,3.0,married,6.0,0,3,1,1.0,manager,23614.0,0
31.0,self enquiry,1,16.0,small business,male,3,5.0,basic,3.0,single,3.0,0,4,0,2.0,executive,20884.0,0
29.0,self enquiry,3,33.0,small business,female,2,3.0,standard,3.0,divorced,2.0,0,3,1,1.0,senior manager,22639.0,1
23.0,self enquiry,1,15.0,small business,male,2,3.0,basic,5.0,divorced,2.0,0,3,0,1.0,executive,17500.0,0
34.0,company invited,3,17.0,small business,male,3,5.0,deluxe,3.0,single,5.0,0,3,1,1.0,manager,23360.0,0
39.0,self enquiry,1,12.0,small business,male,3,3.0,basic,5.0,divorced,1.0,1,2,1,1.0,executive,17404.0,1
30.0,self enquiry,3,27.0,small business,male,3,4.0,deluxe,3.0,married,4.0,0,1,1,1.0,manager,25609.0,0
31.0,self enquiry,1,10.0,large business,female,3,4.0,basic,5.0,single,7.0,1,4,0,1.0,executive,21335.0,1
30.0,self enquiry,1,13.0,small business,male,2,4.0,basic,4.0,married,2.0,0,5,0,0.0,executive,17141.0,0
45.0,self enquiry,1,13.0,salaried,male,2,3.0,standard,5.0,married,3.0,0,3,1,1.0,senior manager,24724.0,0
40.0,company invited,3,30.0,salaried,female,3,1.0,super deluxe,4.0,single,5.0,1,3,1,0.0,avp,28194.0,1
37.0,self enquiry,1,19.0,small business,female,3,5.0,standard,3.0,single,2.0,0,1,1,1.0,senior manager,27536.0,0
55.0,self enquiry,3,8.0,small business,male,2,3.0,deluxe,3.0,single,5.0,0,1,1,0.0,manager,20160.0,1
26.0,self enquiry,3,25.0,salaried,male,4,2.0,deluxe,3.0,divorced,4.0,0,1,0,1.0,manager,24910.0,0
25.0,company invited,1,14.0,salaried,female,3,4.0,basic,3.0,married,3.0,1,4,0,1.0,executive,21564.0,1
29.0,self enquiry,1,7.0,small business,female,4,4.0,basic,5.0,married,3.0,0,1,1,1.0,executive,22269.0,0
31.0,self enquiry,1,28.0,small business,male,3,3.0,deluxe,3.0,divorced,2.0,1,5,1,0.0,manager,21179.0,1
24.0,company invited,1,10.0,salaried,male,2,4.0,basic,3.0,divorced,1.0,0,3,0,0.0,executive,18162.0,0
29.0,self enquiry,1,13.0,salaried,male,2,3.0,basic,5.0,single,4.0,0,4,0,0.0,executive,17062.0,0
38.0,self enquiry,1,32.0,small business,female,3,5.0,deluxe,3.0,married,2.0,0,3,0,2.0,manager,24409.0,0
29.0,self enquiry,3,9.0,small business,female,3,3.0,deluxe,3.0,divorced,2.0,0,2,0,0.0,manager,20561.0,0
34.0,company invited,3,12.0,small business,female,2,5.0,basic,3.0,married,1.0,0,4,1,1.0,executive,17351.0,1
44.0,self enquiry,3,16.0,small business,female,3,6.0,deluxe,3.0,single,2.0,0,1,0,1.0,manager,24024.0,1
32.0,company invited,3,12.0,small business,female,3,4.0,basic,4.0,married,3.0,0,3,0,1.0,executive,21467.0,0
54.0,self enquiry,3,13.0,small business,male,3,4.0,deluxe,3.0,married,4.0,1,5,0,2.0,manager,20984.0,0
54.0,self enquiry,3,9.0,salaried,female,4,5.0,super deluxe,3.0,married,4.0,0,3,0,1.0,avp,34105.0,0
31.0,self enquiry,1,8.0,salaried,male,2,3.0,basic,3.0,married,1.0,1,4,1,1.0,executive,17695.0,0
38.0,self enquiry,1,6.0,salaried,female,2,2.0,deluxe,3.0,single,1.0,0,2,1,1.0,manager,22625.0,0
21.0,self enquiry,3,9.0,small business,female,3,5.0,basic,3.0,single,3.0,0,4,1,1.0,executive,20722.0,1
30.0,self enquiry,1,28.0,salaried,female,3,3.0,standard,5.0,married,3.0,0,5,1,2.0,senior manager,28658.0,0
36.0,self enquiry,1,16.0,salaried,female,4,5.0,standard,3.0,divorced,3.0,1,4,1,2.0,senior manager,29363.0,0
32.0,self enquiry,1,30.0,small business,male,4,5.0,deluxe,3.0,divorced,2.0,0,3,1,2.0,manager,24260.0,0
52.0,self enquiry,1,13.0,salaried,male,3,4.0,king,3.0,single,2.0,0,5,1,2.0,vp,38215.0,0
36.0,self enquiry,1,16.0,salaried,male,4,5.0,deluxe,4.0,single,2.0,0,2,1,3.0,manager,25218.0,0
34.0,self enquiry,3,34.0,small business,female,3,4.0,deluxe,3.0,married,2.0,0,5,1,0.0,manager,21712.0,0
35.0,self enquiry,3,15.0,salaried,female,4,4.0,deluxe,5.0,divorced,7.0,0,2,1,1.0,manager,25178.0,0
38.0,self enquiry,3,23.0,small business,male,4,5.0,deluxe,3.0,married,6.0,0,5,1,1.0,manager,25012.0,0
39.0,company invited,2,7.0,salaried,male,3,4.0,basic,4.0,married,2.0,1,1,1,2.0,executive,21669.0,0
28.0,self enquiry,1,9.0,small business,female,3,3.0,standard,4.0,married,1.0,0,4,0,0.0,senior manager,22655.0,0
25.0,self enquiry,1,25.0,salaried,male,3,4.0,basic,3.0,married,2.0,0,4,0,1.0,executive,21452.0,0
36.0,company invited,1,8.0,small business,male,4,4.0,basic,4.0,married,3.0,1,3,1,1.0,executive,22927.0,1
50.0,self enquiry,1,8.0,small business,male,3,3.0,king,3.0,married,3.0,1,1,1,2.0,vp,34237.0,0
28.0,company invited,3,15.0,salaried,male,3,4.0,standard,3.0,single,3.0,0,1,1,1.0,senior manager,27404.0,0
39.0,self enquiry,1,15.0,small business,male,2,3.0,deluxe,5.0,married,2.0,0,4,1,0.0,manager,20151.0,0
35.0,self enquiry,3,8.0,small business,female,3,3.0,basic,3.0,married,2.0,0,1,1,2.0,executive,17014.0,0
34.0,self enquiry,1,8.0,small business,male,3,1.0,basic,3.0,married,1.0,1,1,0,1.0,executive,17932.0,0
26.0,self enquiry,1,11.0,large business,male,3,4.0,basic,3.0,divorced,3.0,1,3,1,1.0,executive,22369.0,1
52.0,self enquiry,1,5.0,salaried,male,2,3.0,standard,4.0,single,1.0,0,3,1,1.0,senior manager,25445.0,0
28.0,self enquiry,1,7.0,salaried,female,4,4.0,standard,5.0,divorced,3.0,0,4,1,3.0,senior manager,26090.0,0
19.0,company invited,1,15.0,small business,male,4,4.0,basic,3.0,single,3.0,0,5,0,1.0,executive,20582.0,1
50.0,self enquiry,1,6.0,small business,male,3,3.0,super deluxe,3.0,married,1.0,0,5,0,2.0,avp,32399.0,0
39.0,company invited,1,8.0,large business,female,3,3.0,standard,3.0,single,1.0,0,1,1,2.0,senior manager,25938.0,0
54.0,self enquiry,1,13.0,salaried,male,3,4.0,deluxe,3.0,single,4.0,0,5,1,1.0,manager,21128.0,0
32.0,company invited,3,9.0,salaried,female,3,4.0,standard,3.0,married,3.0,1,1,1,1.0,senior manager,28530.0,0
36.0,self enquiry,1,15.0,small business,male,2,4.0,deluxe,4.0,married,3.0,1,4,1,0.0,manager,23847.0,0
60.0,self enquiry,2,13.0,small business,male,3,4.0,basic,3.0,married,2.0,0,4,0,1.0,executive,20945.0,0
35.0,self enquiry,3,23.0,salaried,male,3,3.0,deluxe,5.0,married,4.0,1,3,0,2.0,manager,23966.0,0
47.0,self enquiry,3,16.0,small business,male,4,5.0,standard,3.0,single,3.0,0,5,1,3.0,senior manager,28297.0,1
36.0,self enquiry,2,14.0,salaried,male,3,4.0,basic,5.0,divorced,1.0,0,2,1,2.0,executive,17342.0,0
31.0,self enquiry,1,9.0,small business,male,3,5.0,basic,3.0,single,2.0,0,4,0,1.0,executive,21398.0,0
46.0,company invited,1,13.0,small business,female,1,3.0,deluxe,3.0,divorced,3.0,0,5,0,0.0,manager,20258.0,0
27.0,self enquiry,1,7.0,small business,male,3,5.0,basic,5.0,married,3.0,0,3,1,2.0,executive,22633.0,0
31.0,company invited,3,29.0,salaried,female,4,4.0,standard,5.0,divorced,2.0,0,2,1,1.0,senior manager,27090.0,0
31.0,company invited,1,12.0,salaried,male,4,5.0,basic,3.0,married,2.0,0,5,0,1.0,executive,22439.0,0
57.0,self enquiry,1,31.0,salaried,male,4,4.0,basic,3.0,single,3.0,0,3,0,1.0,executive,21265.0,1
41.0,company invited,1,23.0,salaried,male,4,4.0,basic,3.0,married,2.0,0,3,1,3.0,executive,22222.0,0
53.0,company invited,1,26.0,small business,male,3,4.0,basic,3.0,divorced,2.0,0,3,1,1.0,executive,22936.0,0
48.0,self enquiry,3,22.0,salaried,female,3,3.0,deluxe,3.0,married,1.0,0,4,1,0.0,manager,21439.0,0
29.0,self enquiry,1,12.0,small business,female,2,3.0,basic,3.0,divorced,2.0,0,3,0,0.0,executive,18131.0,0
43.0,company invited,1,8.0,salaried,female,4,2.0,standard,4.0,single,3.0,0,3,1,1.0,senior manager,21050.0,1
31.0,self enquiry,1,25.0,salaried,female,4,4.0,basic,3.0,single,3.0,0,2,1,1.0,executive,21310.0,0
38.0,company invited,3,28.0,small business,female,3,4.0,basic,3.0,divorced,7.0,0,2,1,2.0,executive,21651.0,0
33.0,company invited,1,12.0,salaried,male,1,3.0,deluxe,3.0,married,4.0,0,5,1,0.0,manager,22725.0,0
46.0,self enquiry,1,8.0,salaried,male,2,3.0,super deluxe,3.0,divorced,7.0,0,5,0,0.0,avp,32861.0,0
28.0,company invited,1,12.0,salaried,female,3,4.0,basic,3.0,single,2.0,1,1,1,2.0,executive,21057.0,0
42.0,self enquiry,1,16.0,salaried,male,4,4.0,basic,5.0,married,4.0,0,1,0,1.0,executive,20916.0,0
37.0,self enquiry,3,16.0,salaried,male,3,5.0,deluxe,5.0,single,2.0,0,2,0,1.0,manager,22085.0,1
42.0,self enquiry,3,10.0,small business,male,2,3.0,deluxe,5.0,single,1.0,0,5,1,1.0,manager,20155.0,0
30.0,company invited,1,7.0,salaried,male,4,6.0,basic,3.0,married,3.0,0,2,1,1.0,executive,21398.0,0
34.0,company invited,1,7.0,salaried,female,4,4.0,standard,3.0,single,3.0,1,2,1,1.0,senior manager,32136.0,0
47.0,self enquiry,1,9.0,large business,male,3,4.0,deluxe,3.0,married,4.0,0,2,1,1.0,manager,26057.0,0
61.0,self enquiry,3,23.0,small business,male,3,4.0,deluxe,5.0,single,2.0,0,4,1,1.0,manager,24083.0,0
35.0,company invited,3,30.0,small business,male,4,4.0,deluxe,3.0,single,2.0,0,5,1,2.0,manager,23246.0,0
25.0,self enquiry,1,31.0,small business,male,3,4.0,basic,4.0,single,2.0,0,5,1,1.0,executive,22275.0,0
34.0,self enquiry,3,16.0,salaried,female,2,3.0,basic,3.0,married,2.0,1,1,0,1.0,executive,17220.0,0
40.0,self enquiry,2,24.0,salaried,male,2,1.0,basic,5.0,married,1.0,0,1,1,1.0,executive,17387.0,1
32.0,company invited,1,13.0,salaried,male,3,2.0,basic,4.0,divorced,2.0,0,2,0,1.0,executive,17794.0,0
